Q,A,score,explanation
"A 48 year-old female with a history of type 2 diabetes  and hyperlipidemia is brought to the emergency department after left sided weakness and expressive aphasia that begins 2 hours prior to arrival. Her stroke scale is 5. Non-contrast head ct shows no intracranial hemorrhage. What is the more effective form of thrombolytic treatment, intravenous tenecteplase or alteplase?","According to the 2026 AHA/ASA guideline, in adult patients with acute ischemic stroke presenting within 4.5 hours of symptom onset, tenecteplase at a dose of 0.25 mg/kg (max 25 mg) and alteplase at a dose of 0.9 mg/kg are both recommended to improve functional outcomes, as multiple large phase 3 randomized controlled trials have demonstrated noninferiority of tenecteplase compared to alteplase with similar safety profiles, meaning neither agent has been proven more effective than the other and both are considered appropriate first-line intravenous thrombolytic options for this patient.",1.0,"CORRECT: The student states that tenecteplase is noninferior to alteplase and that either can be used within the 4.5-hour window, aligning with guidelines that endorse either agent without proving one more effective than the other."
"A 64 year-old man with a history of hypertension presents to the emergency department 90 minutes after sudden onset of left facial droop and slurred speech. His NIH Stroke Scale score is 4, driven primarily by aphasia, which is felt to be a disabling deficit. Noncontrast head ct shows no intracranial hemorrhage. What is the most appropriate next step?","The most appropriate next step is to administer intravenous thrombolysis (IVT) as quickly as possible, because the guidelines recommend that in adult patients with acute ischemic stroke and disabling deficits—regardless of NIHSS score—who are eligible for IVT within 4.5 hours of symptom onset, treatment should be initiated without delay, and this patient's severe aphasia (≥2 on the NIHSS ""best language"" question) qualifies as a clearly disabling deficit per Table 4, he is within the 4.5-hour treatment window at 90 minutes, and noncontrast head CT has already excluded intracranial hemorrhage.",1.0,"CORRECT: The student recommends immediate IV thrombolysis for a disabling deficit within 4.5 hours after excluding hemorrhage on noncontrast CT, which matches the guideline and does not require advanced imaging selection."
"A 70 year old male is brought to the ED with a history of atrial fibrillation and is found to have left-sided weakness and neglect upon awakening. His last known well was approximately 10 hours earlier and his NIH stroke scale score is 4. Noncontrast head CT shows no intracranial hemorrhage. MRI of the brain shows restricted diffusions through the right middle cerebral artery on diffusion weighted imaging. However, there is no corresponding signal change on fluid-attenuated inversion recovery. What is the most appropriate next step?","Based on the clinical scenario, this patient has a wake-up stroke with last known well approximately 10 hours ago, an NIHSS score of 4, and crucially demonstrates a DWI-FLAIR mismatch on MRI (restricted diffusion on DWI without corresponding FLAIR signal change), which suggests the ischemic injury is likely within the 4.5-hour window despite the unknown exact onset time. According to Recommendation 7, in patients with suspected AIS who awaken with symptoms or have an unknown time of onset 4.5 to 24 hours from last known well, CTP or MR DWI-PWI selection with automated postprocessing software analysis can be useful to determine eligibility for extended window IV thrombolysis (IVT), and additionally Recommendation 9 states that MRI DWI-FLAIR mismatch can be useful in evaluation for EVT if a large vessel occlusion is present; therefore, the most appropriate next step is to use the DWI-FLAIR mismatch finding to support eligibility for extended-window IV thrombolysis, while also performing vascular imaging (CTA or MRA) to evaluate for a large vessel occlusion that might warrant endovascular thrombectomy consideration, since the DWI-FLAIR mismatch indicates the infarct is early enough that reperfusion therapy may still be beneficial.",0.5,"PARTIALLY CORRECT: The student correctly identifies DWI–FLAIR mismatch and recommends proceeding with extended-window IV thrombolysis. However, they inaccurately extend IV thrombolysis selection to 24 hours and conflate DWI–FLAIR mismatch with EVT selection criteria, which is not supported by guidelines."
"A 59 year old woman with a history of hypertension presents to the ED 2 hours of sudden onset of numbness involving her right face. She denies weakness, speech difficulty, visual changes, or gait disturbances. Sensory testing reveals isolated decreased pinprick sensation over her face and hand. Her NIH Stroke Scale was a 1. Noncontrast head CT shows no intracranial hemorrhage. WHat is the recommended course of treatment for this patient?","Based on the guidelines, this patient presents with a minor noncardioembolic acute ischemic stroke (NIHSS score of 1) with isolated hemisensory loss—a deficit that ""may not be clearly disabling in an individual patient"" per Table 4—and since she did not receive IV thrombolysis, the recommended course of treatment is to initiate dual antiplatelet therapy (DAPT) early (such as aspirin plus clopidogrel) and continue it for 21 days, followed by single antiplatelet therapy (SAPT), as this is a Class 1, Level of Evidence A recommendation (Recommendation 12) shown to reduce the 90-day risk of recurrent stroke in patients with minor noncardioembolic AIS or high-risk TIA who did not receive IVT.",1.0,"CORRECT: The student identifies this as a non-disabling minor stroke and recommends early dual antiplatelet therapy (aspirin plus clopidogrel), which aligns with guidelines favoring DAPT over thrombolysis in this setting. The suggested 21-day DAPT followed by single antiplatelet therapy is appropriate."
"A 68-year-old man with a history of hypertension and atrial fibrillation develops sudden-onset right-sided weakness and aphasia at home. Emergency medical services arrive within 20 minutes of symptom onset. On exam, he has a National Institutes of Health Stroke Scale (NIHSS) score of 14. A local primary stroke center is 10 minutes away while a comprehensive thrombectomy-capable stroke center is available but 55 minutes away by ground transport. How should prehospital transport be directed in this patient?","Based on the 2026 AHA guideline, this patient with suspected large vessel occlusion (NIHSS 14 with right-sided weakness and aphasia) should be transported to the local primary stroke center (PSC) 10 minutes away, because the RACECAT trial and TRIAGE-STROKE trial demonstrated that in areas with well-coordinated systems of stroke care and local hospitals proficient in thrombolysis delivery, direct transport of patients with suspected LVO to a distant thrombectomy-capable center (approximately 45–60 minutes away) does not improve 3-month clinical outcomes compared to transport to a local stroke center, and the guideline (Recommendation 4) explicitly states this finding, meaning the patient can receive timely IV thrombolysis at the nearby PSC with a rapid door-in-door-out protocol for subsequent interhospital transfer to the comprehensive stroke center for endovascular thrombectomy if needed.",0.0,"WRONG: The reference answer pertains to tirofiban use before EVT (no benefit), whereas the student discusses transport destination strategies. The student’s answer does not address tirofiban and does not contain the key information from the reference."
"A 72 year old woman presents to the ED 4 hours after sudden onset of left sided weakness, aphasia, and rightward gaze deviation. On examination she has global aphasia and his NIH stroke Scale score is 19. Noncontrast head CT shows early ischemic changes in the right MCA territory. CT angiography shows an occlusion of the proximal right MCA  M1 segment. CT perfusion shows a large ischemic core with limited hypoperfused tissue. Given the large ischemic core, can endovascular thrombectomy be performed?","Yes, endovascular thrombectomy can still be performed because according to the 2026 guidelines, EVT is recommended for patients presenting within 0 to 6 hours with anterior circulation proximal LVO of the ICA or M1, NIHSS score ≥6, prestroke mRS 0–1, and ASPECTS as low as 3–10 (Recommendation 1/9), and even for ASPECTS 0–2 EVT is considered reasonable in selected patients aged <80 years without significant mass effect (Recommendation 4/11), so this 72-year-old patient with an NIHSS of 19 and M1 occlusion at 4 hours would be eligible for EVT even with a large ischemic core, provided there is no significant mass effect and her prestroke functional status was good, though the treating team should be aware that CT hypodensity volumes ≥26 mL of severe hypodensity (≤26 Hounsfield units) have been associated with diminished treatment benefit and increased risks including cerebral edema and need for hemicraniectomy.",1.0,"CORRECT: The student affirms that EVT can still be performed in selected patients with large ischemic cores, consistent with recent evidence expanding eligibility. Their rationale aligns with the reference that some large-core strokes benefit from EVT, especially within the early time window and appropriate clinical/imaging criteria."
"A 68 year old man with a history of hypertension presents to the ED 3 hours after sudden onset of ride-sided weakness and slurred speech. On examination, he has a right facial droop and right arm weakness. His NIH Stroke Scale score is 9. Noncontrast head CT shows no intracranial hemorrhage and CT angiography reveals no large vessel occlusion. The patient is treated with intravenous thrombolysis and the stroke team debates whether adding an adjuvant antithrombotic agent might improve clinical outcomes. What is the most appropriate management decision?","Based on the provided guidelines, the most appropriate management decision is to **not** administer any adjunctive antithrombotic agent concurrently or within the early post-thrombolysis period, because Recommendation 17 states that IV aspirin should not be administered concurrently or within 90 minutes after the start of IVT due to the risk of hemorrhage (COR 3: Harm, LOE B-R), Recommendation 18 states that adjunctive treatment with IV eptifibatide is not recommended to reduce disability at 3 months in patients treated with IVT within 3 hours (COR 3: No Benefit, LOE B-R), and the MOST trial demonstrated that adjunctive IV argatroban and eptifibatide did not reduce post-stroke disability but were associated with increased 90-day mortality, while Recommendation 2 notes that the risk of antiplatelet therapy in the first 24 hours after IVT is uncertain, so aspirin should be delayed until at least 24 hours post-thrombolysis after repeat imaging has excluded intracranial hemorrhage.",1.0,"CORRECT: The student clearly recommends against adjunctive antithrombotic therapy with IV thrombolysis and cites evidence for no benefit with agents like eptifibatide and argatroban, aligning with the reference. The added point about delaying antiplatelets post-thrombolysis is consistent with guideline practice and does not contradict the reference."
"A 68-year-old man with a history of type 2 diabetes mellitus and hypertension is admitted for acute ischemic stroke after presenting with right-sided weakness and dysarthria. He arrives 3 hours after symptom onset and receives appropriate reperfusion therapy. During hospitalization in the stroke unit, point-of-care glucose measurements range from 180 to 220 mg/d and his stolic blood pressure ranges from 155 to 165 mm Hg.  Based on current stroke guidelines, how should this patient's blood glucose and blood pressure be managed?","Based on current 2026 AIS guidelines, this patient's hyperglycemia should **not** be treated with intensive IV insulin targeting 80–130 mg/dL, as Recommendation 5 states that in hospitalized AIS patients with hyperglycemia, IV insulin to achieve blood glucose levels of 80–130 mg/dL is not recommended to improve 3-month functional outcomes; however, blood glucose should still be monitored and reasonably managed (with the ideal intensity and timing relative to reperfusion therapy remaining a knowledge gap), and regarding blood pressure, since he received intravenous thrombolysis his BP should be maintained below 180/105 mmHg for at least the first 24 hours post-IVT (which his current systolic range of 155–165 mmHg already satisfies), while intensive SBP reduction to a target of <140 mmHg is explicitly not recommended per Recommendation 3, as it does not improve functional outcomes in patients with mild to moderate severity AIS treated with IVT.",1.0,"CORRECT: The student correctly states that intensive glucose control to 80–130 mg/dL is not recommended, matching the reference. The additional blood pressure guidance (<180/105 mmHg post-thrombolysis and avoidance of intensive <140 mmHg lowering) is accurate and does not contradict the reference."
"A 12 year old previously healthy boy is brought to the ED after a sudden onset of right-sided weakness and difficulty speaking that began 90 minutes before arrival at school. On examination the patient is alert but has expressive aphasia. His NIH stroke scale score is 11. Non contrast head CT shows no intracranial hemorrhage. CT angiography shows an occlusion of the left middle cerebral artery, m1 segment. How should this patient’s stroke be managed according to current guidelines?","According to current guidelines, this 12-year-old boy with confirmed acute ischemic stroke due to left MCA M1 occlusion presenting within 6 hours of symptom onset should be managed with endovascular thrombectomy (EVT) performed by experienced neurointerventionalists to improve functional outcomes (COR 2a for patients ≥6 years with large vessel occlusion within 6 hours), and IV thrombolysis with alteplase may also be considered (COR 2b for pediatric patients aged 28 days to 18 years with confirmed AIS within 4.5 hours of symptom onset, though efficacy is uncertain), making EVT the more strongly recommended intervention given the confirmed large vessel occlusion and the higher class of recommendation for thrombectomy compared to thrombolysis in this pediatric population.",1.0,"CORRECT: The student identifies endovascular thrombectomy as an appropriate, guideline-supported intervention for pediatric AIS with large vessel occlusion, aligning with the reference’s support for endovascular treatment in select children. Mentioning IV alteplase as a consideration does not contradict the reference and is reasonable given current guidance."
A 62-year-old man with a history of hypertension develops sudden onset of left-sided weakness and slurred speech while at home. A mobile stroke unit (MSU) and conventional emergency services are both available and can be deployed immediately. What emergency service is preferred?,"Based on the guidelines, a mobile stroke unit (MSU) is preferred because MSUs have been shown to improve functional outcomes at 90 days, reduce onset-to-treatment times, increase the proportion of patients receiving intravenous thrombolysis within the critical golden hour, and achieve significantly faster thrombolysis compared to conventional EMS care, with no identified safety concerns regarding all-cause mortality, stroke mimics treated with IVT, or symptomatic intracerebral hemorrhage.",1.0,"CORRECT: The student identifies the MSU as the preferred service and supports this with benefits consistent with guidelines (faster treatment, higher thrombolysis rates, improved outcomes, and no safety concerns), aligning with the reference answer."
