Q,A,score,explanation
"A 48 year-old female with a history of type 2 diabetes and hyperlipidemia is brought to the emergency department after right arm weakness and expressive aphasia that began 2 hours prior to arrival. On exams, she has impaired speech production with preserved comprehension. Her NIHSS is 12. Non-contrast head CT shows no evidence of intracranial hemorrhage. What is the more effective form of thrombolytic treatment, intravenous tenecteplase or alteplase?","Based on the 2026 AHA/ASA guideline, tenecteplase at a dose of 0.25 mg/kg (maximum 25 mg) is recommended over alteplase (0.9 mg/kg) for adult patients with acute ischemic stroke presenting within 4.5 hours of symptom onset, as recent phase 3 randomized controlled trials have demonstrated noninferiority of tenecteplase compared to alteplase for primary functional outcomes with similar safety profiles, and tenecteplase offers practical advantages including ease of administration as a single intravenous bolus rather than the bolus-plus-infusion regimen required for alteplase, reducing the potential for dosing errors and treatment delays.",1.0,"CORRECT: The student notes tenecteplase 0.25 mg/kg (max 25 mg) within 4.5 hours, noninferiority to alteplase (0.9 mg/kg), and practical advantages. This aligns with the reference that both are recommended within 4.5 hours and that tenecteplase is not inferior and recommended to improve functional outcomes."
"A 64 year-old man with a history of hypertension presents to the emergency department 90 minutes after sudden onset aphasia. On examination, he has word-finding difficulty and impaired sentence formation, but follows commands appropriately. He is unable to name common objects or communicate his needs clearly. Mild right facial droop is noted. His NIHSS score is 4, driven primarily by language impairment. Noncontrast head CT shows no evidence of intracranial hemorrhage. What is the most appropriate next step in management?","Based on the 2026 AHA/ASA guidelines, the most appropriate next step is to administer intravenous thrombolysis (IVT), because although this patient's NIHSS score is 4 (classified as minor stroke), his language impairment constitutes a ""clearly disabling"" deficit — specifically, severe aphasia scoring ≥2 on the NIHSS ""best language"" question, as evidenced by his inability to name common objects or communicate his needs clearly — and Table 4 of the guidelines explicitly identifies severe aphasia (≥2 on the NIHSS best language question) as a clearly disabling deficit for which IVT is recommended to improve functional outcomes, since the PRISMS trial showed no benefit of alteplase over aspirin only in patients with mild, *non-disabling* deficits, whereas patients with persisting disabling deficits after appropriate evaluation should receive IVT given that he is within the treatment window, has no contraindications on CT, and the deficit would impair his ability to perform basic activities of daily living and return to work.",1.0,"CORRECT: The student recommends administering IV thrombolysis for a clearly disabling aphasia within the treatment window and with no hemorrhage on CT, which matches guideline recommendations. Although they add guideline context, it aligns with the reference answer’s core action to give IVT promptly."
"A 70 year old male is brought to the ED with a history of atrial fibrillation and is found to have left-sided arm weakness upon awakening. His last known well was approximately 10 hours earlier before going to sleep. On exam, he has left-sided hemispatial neglect and an NIHSS score is 4. Noncontrast head CT shows no evidence of intracranial hemorrhage. MRI of the brain shows restricted diffusion in the right middle cerebral artery on diffusion-weighted imaging. However, there is no corresponding signal change on FLAIR. What is the most appropriate next step?","Based on the guidelines, the most appropriate next step is to administer intravenous thrombolysis (IVT), because in patients with suspected AIS who awaken with symptoms or have unknown time of onset >4.5 hours from last known well but are otherwise eligible for thrombolysis, MRI DWI-FLAIR mismatch selection (positive DWI lesion without corresponding FLAIR signal change, as in this patient) can be useful to determine eligibility for extended window IVT (COR 2a, LOE B-R), and this patient's imaging demonstrates a DWI-FLAIR mismatch suggesting the ischemic injury is likely within a treatable time window despite the 10-hour last known well.",1.0,"CORRECT: The student correctly identifies that DWI–FLAIR mismatch in a wake-up/unknown-onset stroke supports eligibility for extended-window IV thrombolysis and recommends proceeding with IVT, consistent with guideline-based advanced imaging selection."
"A 59 year old woman with a history of hypertension presents to the ED 2 hours of sudden onset of numbness involving her right face. She denies weakness, speech difficulty, visual changes, or gait disturbances. On examination, she has right facial droop, right arm strength 4+/5, right leg strength 4+/5, and decreased pinprick sensation over the right face and hand. Her NIHSS Stroke Scale was a 3. Noncontrast head CT shows no intracranial hemorrhage. Should this patient be treated with IV tenecteplase or antiplatelet therapy?","This patient presents with a minor noncardioembolic acute ischemic stroke (NIHSS score of 3) within 2 hours of symptom onset, and while she is technically eligible for IV thrombolysis given the time window, her deficits appear relatively nondisabling (mild weakness and sensory changes without speech, visual, or significant motor impairment), so the preferred approach according to current guidelines would be to initiate early dual antiplatelet therapy (DAPT) with clopidogrel and aspirin within 24 hours of symptom onset, continued for 21 days followed by single antiplatelet therapy, as recommended for patients with minor (NIHSS ≤3) noncardioembolic AIS who did not receive IVT, which has been shown to reduce the 90-day risk of recurrent ischemic stroke — though clinical judgment is essential, and if the deficits are deemed disabling despite the low NIHSS score, IV tenecteplase (0.25 mg/kg) within the 4.5-hour window remains a reasonable option.",1.0,"CORRECT: The student recommends dual antiplatelet therapy (clopidogrel plus aspirin) for 21 days followed by single antiplatelet therapy for a minor noncardioembolic stroke, matching the guideline-based reference. The note that IV thrombolysis could be considered if deficits are disabling does not contradict the reference."
"A 68-year-old man with a history of hypertension and atrial fibrillation develops sudden-onset right-sided weakness and aphasia at home. Emergency medical services arrive within 20 minutes of symptom onset. On exam, he has a NIHSS of 14. A local primary stroke center is 10 minutes away while a comprehensive thrombectomy-capable stroke center is available but 55 minutes away by ground transport. How should prehospital transport be directed in this patient?","Based on the 2026 AHA/ASA guideline, this patient with suspected large vessel occlusion (NIHSS 14) should be transported to the local primary stroke center 10 minutes away, because in areas with well-coordinated systems of care, direct transport of suspected LVO patients to distant thrombectomy-capable centers does not improve clinical outcomes compared to local stroke centers (Class III recommendation), as supported by the RACECAT and TRIAGE-STROKE trials which showed no benefit from bypassing the nearest primary stroke center—and notably, the local center can initiate IV thrombolysis rapidly (with median door-to-needle times of 33 minutes in RACECAT) and then arrange efficient secondary transfer if EVT is needed, thereby ensuring the patient receives the fastest possible reperfusion therapy without the delay of a 55-minute transport.",1.0,"CORRECT: The student recommends transport to the closer primary stroke center and correctly notes that bypassing to a distant thrombectomy-capable center does not improve outcomes when systems are well coordinated, aligning with the reference answer."
"A 72-year-old woman presents to the emergency department 4 hours after sudden onset of dizziness, diplopia, and nausea. On arrival, she is intermittently unresponsive. Neurologic examination reveals severe dysarthria and inability to follow commands. Her NIHSS score is 28. Noncontrast head CT shows no intracranial hemorrhage. CT angiography demonstrates occlusion of the proximal basilar artery. CT perfusion shows a limited posterior circulation infarct core with surrounding hypoperfused but potentially salvageable tissue involving the brainstem and cerebellum. What is the most appropriate next step in management?","The most appropriate next step is to administer intravenous thrombolysis (tenecteplase 0.25 mg/kg or alteplase 0.9 mg/kg) immediately given she is within 4.5 hours of symptom onset and eligible for IVT, followed by endovascular thrombectomy (EVT) of the basilar artery occlusion, because the 2026 guidelines recommend EVT within 24 hours for patients with basilar artery occlusion who have a baseline mRS of 0–1, NIHSS ≥10, and PC-ASPECTS ≥6 (indicating mild ischemic damage) to achieve better functional outcomes and reduce mortality (Class I recommendation), and her presentation—with an NIHSS of 28, limited infarct core on CT perfusion with salvageable tissue, and no hemorrhage—meets these criteria, while IVT should not be delayed for EVT planning since bridging therapy is standard of care when patients are eligible for both treatments within the 4.5-hour window.",1.0,"CORRECT: The student identifies endovascular thrombectomy within 24 hours for basilar artery occlusion with appropriate eligibility criteria, matching the reference. Mentioning IV thrombolysis as bridging therapy within 4.5 hours does not contradict the recommendation and is appropriate."
"A 68 year old man with a history of hypertension presents to the ED 3 hours after sudden onset of right-sided weakness and slurred speech. On examination, he has a right facial droop and right arm weakness. His NIHSS score is 9. Noncontrast head CT shows no intracranial hemorrhage and CT angiography reveals no large vessel occlusion. He is treated with IV thrombolysis. Shortly after treatment initiation, the stroke team debates whether adding an adjuvant antithrombotic agent might improve neurologic outcomes. What is the most appropriate management decision?","Based on the 2026 AHA/ASA guidelines, the most appropriate management decision is to **not** administer any adjunctive antithrombotic agent concurrently with or shortly after IV thrombolysis, because the MOST trial demonstrated that adjunctive IV eptifibatide or argatroban given within 75 minutes after thrombolysis did not reduce post-stroke disability and was associated with increased 90-day mortality (argatroban 24%, eptifibatide 12%, placebo 8%), and furthermore, IV aspirin should not be administered concurrently or within 90 minutes after the start of IVT given the risk of hemorrhage, with aspirin administration typically delayed until 24 hours after fibrinolysis or after imaging rules out intracranial bleeding.",1.0,"CORRECT: The student concludes that adjunctive antithrombotic agents (e.g., argatroban, eptifibatide) should not be added to IV thrombolysis because they do not improve outcomes, which matches the reference. The added note about delaying aspirin after thrombolysis is consistent and does not contradict the guideline."
"A 68-year-old man with a history of type 2 diabetes mellitus and hypertension is admitted for acute ischemic stroke after presenting with right-sided weakness and dysarthria. He arrives 3 hours after symptom onset and receives appropriate reperfusion therapy. During hospitalization in the stroke unit, point-of-care glucose measurements range from 180 to 220 mg/dL and his systolic blood pressure ranges from 155 to 165 mm Hg. Based on current stroke guidelines, how should this patient's blood glucose and blood pressure be managed?","Based on current guidelines, this patient's persistent hyperglycemia (180–220 mg/dL) should be treated to achieve blood glucose levels in the range of 140 to 180 mg/dL with close monitoring to prevent hypoglycemia (COR 2a, LOE C-LD), but intensive IV insulin targeting 80–130 mg/dL is not recommended as it has not been shown to improve 3-month functional outcomes and increases hypoglycemia risk (as demonstrated by the SHINE trial); meanwhile, his blood pressure of 155–165 mm Hg systolic does not require intensive reduction to below 140 mm Hg, since in patients with mild to moderate severity AIS treated with IVT, intensive SBP reduction (target <140 mm Hg compared with <180 mm Hg) is not recommended as it does not improve functional outcomes, and for patients with BP <220/120 mm Hg who have no comorbid condition requiring urgent antihypertensive treatment, initiating or reinitiating antihypertensive treatment within the first 48 to 72 hours after AIS has not been shown effective to prevent death or dependency.",1.0,"CORRECT: The student recommends avoiding intensive glucose control to 80–130 mg/dL and instead targeting a moderate range (about 140–180 mg/dL), and they correctly state that intensive BP lowering below 140 mm Hg after reperfusion is not recommended, with acceptable targets up to 180 mm Hg. This aligns with the reference guidance."
"A 12 year old previously healthy boy is brought to the ED after a sudden onset of right-sided weakness and difficulty speaking that began 90 minutes before arrival at school. On examination the patient is alert but has expressive aphasia. His NIHSS is 11. Non contrast head CT shows no intracranial hemorrhage. CT angiography shows an occlusion of the left middle cerebral artery, M1 segment. How should this patient’s stroke be managed according to current guidelines?","According to current guidelines, this 12-year-old boy with confirmed AIS presenting within 4.5 hours of symptom onset with disabling deficits should be considered for IVT with alteplase, as it may be considered safe in pediatric patients aged 28 days to 18 years (though efficacy is uncertain), and given the presence of a left M1 occlusion with NIHSS ≥6, endovascular thrombectomy should also be considered, since some observational studies suggest children may benefit from EVT if selected carefully and performed by experienced neurointerventionalists, making a combined approach of initiating IVT as quickly as possible while simultaneously preparing for EVT the most appropriate management strategy.",0.5,"PARTIALLY CORRECT: The student appropriately recommends considering endovascular thrombectomy for pediatric large vessel occlusion at experienced centers. However, they also advocate routine IV alteplase in children, which is not supported by current pediatric guidelines and overstates its safety/indication; the reference emphasizes EVT and specialist management."
A 62-year-old man with a history of hypertension develops sudden onset of left-sided weakness and slurred speech while at home. A mobile stroke unit (MSU) and conventional emergency services are both available and can be deployed immediately. What emergency service is preferred?,"The mobile stroke unit (MSU) is preferred over conventional EMS because the 2026 AHA/ASA guideline gives a Class of Recommendation 1 (COR 1) for MSU use in thrombolytic-eligible patients, supported by randomized trials such as B_PROUD and BEST-MSU demonstrating that MSUs improve functional outcomes at 90 days, reduce onset-to-treatment times, increase the proportion of patients receiving intravenous thrombolysis within 60 minutes, and show no additional safety concerns compared to conventional EMS care.",1.0,"CORRECT: The student identifies the mobile stroke unit as the preferred option when available and provides rationale consistent with faster identification and treatment of thrombolytic-eligible patients, aligning with the reference answer."
