Q,A,score,explanation
"A 48 year-old female with a history of type 2 diabetes and hyperlipidemia is brought to the emergency department after right arm weakness and expressive aphasia that began 2 hours prior to arrival. On exams, she has impaired speech production with preserved comprehension. Her NIHSS is 12. Non-contrast head CT shows no evidence of intracranial hemorrhage. What is the more effective form of thrombolytic treatment, intravenous tenecteplase or alteplase?","Intravenous tenecteplase is the more effective form of thrombolytic treatment in this patient, as it has been shown to have a higher recanalization rate and better outcomes compared to alteplase in acute ischemic stroke patients.",0.0,"WRONG: Guidelines indicate both tenecteplase and alteplase are recommended within 4.5 hours, with tenecteplase shown to be non-inferior, not superior. The student’s claim that tenecteplase is more effective with better outcomes contradicts the reference."
"A 64 year-old man with a history of hypertension presents to the emergency department 90 minutes after sudden onset aphasia. On examination, he has word-finding difficulty and impaired sentence formation, but follows commands appropriately. He is unable to name common objects or communicate his needs clearly. Mild right facial droop is noted. His NIHSS score is 4, driven primarily by language impairment. Noncontrast head CT shows no evidence of intracranial hemorrhage. What is the most appropriate next step in management?","Administering a 0.9 mg/kg intravenous dose of recombinant tissue plasminogen activator (rtPA) is the most appropriate next step in management, given the patient's presentation of acute ischemic stroke symptoms within the 3- to 4.5-hour time window.",1.0,"CORRECT: The student recommends immediate IV thrombolysis with standard rtPA dosing within the 3–4.5 hour window for acute ischemic stroke, which aligns with the reference guidance. This matches the recommendation to initiate IV thrombolysis promptly assuming eligibility."
"A 70 year old male is brought to the ED with a history of atrial fibrillation and is found to have left-sided arm weakness upon awakening. His last known well was approximately 10 hours earlier before going to sleep. On exam, he has left-sided hemispatial neglect and an NIHSS score is 4. Noncontrast head CT shows no evidence of intracranial hemorrhage. MRI of the brain shows restricted diffusion in the right middle cerebral artery on diffusion-weighted imaging. However, there is no corresponding signal change on FLAIR. What is the most appropriate next step?","The most appropriate next step is to administer intravenous tissue plasminogen activator (tPA) within the next 4.5 hours, as the patient meets the criteria for acute ischemic stroke treatment with tPA despite the lack of corresponding FLAIR signal change.",0.5,"PARTIALLY CORRECT: The student correctly recommends IV thrombolysis based on the DWI-FLAIR mismatch in a wake-up stroke. However, stating to give it “within the next 4.5 hours” is inaccurate—the treatment should be given immediately based on imaging selection, not delayed for a new 4.5-hour window."
"A 59 year old woman with a history of hypertension presents to the ED 2 hours of sudden onset of numbness involving her right face. She denies weakness, speech difficulty, visual changes, or gait disturbances. On examination, she has right facial droop, right arm strength 4+/5, right leg strength 4+/5, and decreased pinprick sensation over the right face and hand. Her NIHSS Stroke Scale was a 3. Noncontrast head CT shows no intracranial hemorrhage. Should this patient be treated with IV tenecteplase or antiplatelet therapy?","This patient should be treated with IV tenecteplase due to her sudden onset of symptoms and the presence of a right facial droop, which suggests a potential large vessel occlusion, despite her relatively low NIHSS score.",0.0,"WRONG: For minor noncardioembolic stroke with NIHSS ≤5, guidelines favor dual antiplatelet therapy (aspirin plus clopidogrel) rather than IV thrombolysis. The student’s recommendation of IV tenecteplase contradicts the reference guidance."
"A 68-year-old man with a history of hypertension and atrial fibrillation develops sudden-onset right-sided weakness and aphasia at home. Emergency medical services arrive within 20 minutes of symptom onset. On exam, he has a NIHSS of 14. A local primary stroke center is 10 minutes away while a comprehensive thrombectomy-capable stroke center is available but 55 minutes away by ground transport. How should prehospital transport be directed in this patient?","The patient should be transported directly to the comprehensive thrombectomy-capable stroke center, as the potential benefit of mechanical thrombectomy outweighs the increased transport time, given the patient's high NIHSS score and potential for large vessel occlusion.",0.0,"WRONG: Guidelines recommend transport to the closer primary stroke center when systems are coordinated, as direct transport to a distant thrombectomy-capable center does not improve 3-month outcomes. The student advocates bypassing the closer center, which contradicts the reference."
"A 72-year-old woman presents to the emergency department 4 hours after sudden onset of dizziness, diplopia, and nausea. On arrival, she is intermittently unresponsive. Neurologic examination reveals severe dysarthria and inability to follow commands. Her NIHSS score is 28. Noncontrast head CT shows no intracranial hemorrhage. CT angiography demonstrates occlusion of the proximal basilar artery. CT perfusion shows a limited posterior circulation infarct core with surrounding hypoperfused but potentially salvageable tissue involving the brainstem and cerebellum. What is the most appropriate next step in management?","The most appropriate next step in management is to administer intravenous tissue plasminogen activator (tPA) as soon as possible, ideally within the next 4.5 hours, to attempt to recanalize the occluded basilar artery and salvage the surrounding potentially salvageable tissue.",0.0,"WRONG. For basilar artery occlusion with severe deficits and favorable imaging, endovascular thrombectomy within 24 hours is the recommended next step. The student recommends IV tPA alone and does not mention thrombectomy."
"A 68 year old man with a history of hypertension presents to the ED 3 hours after sudden onset of right-sided weakness and slurred speech. On examination, he has a right facial droop and right arm weakness. His NIHSS score is 9. Noncontrast head CT shows no intracranial hemorrhage and CT angiography reveals no large vessel occlusion. He is treated with IV thrombolysis. Shortly after treatment initiation, the stroke team debates whether adding an adjuvant antithrombotic agent might improve neurologic outcomes. What is the most appropriate management decision?","The most appropriate management decision is to continue with IV thrombolysis as planned, without adding an adjuvant antithrombotic agent, as the current evidence does not support the routine use of adjuvant antithrombotic therapy in acute ischemic stroke patients receiving IV thrombolysis.",1.0,"CORRECT: The student states that no adjuvant antithrombotic agent should be added during IV thrombolysis, aligning with guidelines that such agents (e.g., argatroban, eptifibatide) do not improve outcomes."
"A 68-year-old man with a history of type 2 diabetes mellitus and hypertension is admitted for acute ischemic stroke after presenting with right-sided weakness and dysarthria. He arrives 3 hours after symptom onset and receives appropriate reperfusion therapy. During hospitalization in the stroke unit, point-of-care glucose measurements range from 180 to 220 mg/dL and his systolic blood pressure ranges from 155 to 165 mm Hg. Based on current stroke guidelines, how should this patient's blood glucose and blood pressure be managed?","The patient's blood glucose should be managed to maintain a target range of 140-180 mg/dL, and his blood pressure should be managed to maintain a target systolic blood pressure of less than 140 mm Hg, as per the current stroke guidelines.",0.5,"PARTIALLY CORRECT: The glucose target of 140–180 mg/dL aligns with avoiding intensive control. However, the blood pressure recommendation is incorrect—guidelines suggest maintaining systolic BP between 140–180 mm Hg and avoiding lowering below 140 mm Hg after reperfusion."
"A 12 year old previously healthy boy is brought to the ED after a sudden onset of right-sided weakness and difficulty speaking that began 90 minutes before arrival at school. On examination the patient is alert but has expressive aphasia. His NIHSS is 11. Non contrast head CT shows no intracranial hemorrhage. CT angiography shows an occlusion of the left middle cerebral artery, M1 segment. How should this patient’s stroke be managed according to current guidelines?","This patient should be immediately administered intravenous tissue plasminogen activator (tPA) within the next 4.5 hours of symptom onset, as per the current American Heart Association guidelines for acute ischemic stroke in children.",0.0,"WRONG: Current pediatric guidelines emphasize considering endovascular thrombectomy for large vessel occlusion at experienced centers, not routine IV tPA. IV alteplase is generally not recommended in children outside clinical trials."
A 62-year-old man with a history of hypertension develops sudden onset of left-sided weakness and slurred speech while at home. A mobile stroke unit (MSU) and conventional emergency services are both available and can be deployed immediately. What emergency service is preferred?,"The mobile stroke unit (MSU) is preferred in this scenario because it is equipped with advanced imaging capabilities, such as CT or MRI, and can provide immediate thrombolysis or mechanical thrombectomy, potentially improving outcomes in acute ischemic stroke patients.",0.5,"PARTIALLY CORRECT: The student correctly identifies the MSU as preferred and notes earlier thrombolysis, but inaccurately states MSUs have MRI and can perform mechanical thrombectomy, which they cannot."
